id_municipio,baixados,novos,pendentes,muni_nm,uf_sigla,regiao_nm,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
2308500,1237,1083,52062,MOMBAÇA,CE,Nordeste,0.582,0.489,0.735,0.549,69.09,243.85,0.54,42063,-5.743,-39.628
2308609,495,452,18272,MONSENHOR TABOSA,CE,Nordeste,0.61,0.538,0.773,0.545,71.37,237.18,0.55,16427,-4.789,-40.063
2308807,10,NA,244,MORAÚJO,CE,Nordeste,0.581,0.516,0.768,0.495,71.1,174.55,0.51,7981,-3.467,-40.681
2308906,495,338,22281,MORRINHOS,CE,Nordeste,0.588,0.511,0.76,0.524,70.57,208.9,0.54,20247,-3.229,-40.125
2309003,450,603,18023,MUCAMBO,CE,Nordeste,0.607,0.541,0.732,0.565,68.91,269.65,0.57,13885,-3.909,-40.747
2309102,596,374,15719,MULUNGU,CE,Nordeste,0.607,0.534,0.759,0.551,70.56,246.35,0.55,11202,-4.306,-38.996
2309201,884,740,14370,NOVA OLINDA,CE,Nordeste,0.625,0.554,0.779,0.567,71.72,272.1,0.57,13842,-7.092,-39.681
2309300,1485,1423,18359,NOVA RUSSAS,CE,Nordeste,0.614,0.524,0.754,0.585,70.25,304.52,0.5,30566,-4.707,-40.563
2309409,622,431,17464,NOVO ORIENTE,CE,Nordeste,0.605,0.526,0.763,0.552,70.79,247.79,0.6,26463,-5.534,-40.774
2309458,772,347,24790,OCARA,CE,Nordeste,0.594,0.519,0.771,0.524,71.25,208.77,0.53,23123,-4.491,-38.597
2309508,770,408,26865,ORÓS,CE,Nordeste,0.636,0.557,0.793,0.582,72.58,298.84,0.49,21249,-6.244,-38.914
2309607,1931,1195,88904,PACAJUS,CE,Nordeste,0.659,0.596,0.788,0.609,72.3,354.78,0.47,61409,-4.173,-38.461
2309706,1538,1184,74088,PACATUBA,CE,Nordeste,0.675,0.652,0.779,0.605,71.75,344.63,0.44,71937,-3.984,-38.62
2309805,262,236,24738,PACOTI,CE,Nordeste,0.635,0.58,0.773,0.571,71.38,279.49,0.5,11489,-4.225,-38.923
2310001,NA,NA,1,PALHANO,CE,Nordeste,0.638,0.628,0.723,0.572,68.35,281.69,0.47,8806,-4.745,-37.959
2310100,1,NA,2,PALMÁCIA,CE,Nordeste,0.622,0.551,0.742,0.59,69.54,315.23,0.63,11685,-4.15,-38.846
2310209,1578,767,59355,PARACURU,CE,Nordeste,0.637,0.581,0.746,0.597,69.73,328.2,0.55,31126,-3.41,-39.031
2310258,836,536,26483,PARAIPABA,CE,Nordeste,0.634,0.602,0.738,0.574,69.25,283.79,0.5,29697,-3.439,-39.148
2310308,107,NA,4619,PARAMBU,CE,Nordeste,0.57,0.46,0.764,0.526,70.85,211.05,0.53,30486,-6.211,-40.694
2310407,NA,NA,3,PARAMOTI,CE,Nordeste,0.583,0.518,0.741,0.515,69.45,196.63,0.52,11062,-4.097,-39.239
2310506,790,778,43891,PEDRA BRANCA,CE,Nordeste,0.603,0.521,0.779,0.541,71.73,231.56,0.5,40881,-5.454,-39.717
2310605,1,NA,11,PENAFORTE,CE,Nordeste,0.646,0.626,0.761,0.566,70.64,271.18,0.45,8164,-7.829,-39.077
2310704,1014,799,28943,PENTECOSTE,CE,Nordeste,0.629,0.604,0.734,0.562,69.06,264.95,0.56,34439,-3.793,-39.27
2310803,417,441,13627,PEREIRO,CE,Nordeste,0.601,0.534,0.776,0.525,71.56,209.49,0.53,15597,-6.045,-38.461
2310852,793,479,21425,PINDORETAMA,CE,Nordeste,0.636,0.588,0.754,0.581,70.25,296.99,0.45,18408,-4.028,-38.306
2310902,26,NA,2308,PIQUET CARNEIRO,CE,Nordeste,0.6,0.523,0.779,0.53,71.73,217.02,0.52,15075,-5.804,-39.418
2311108,776,156,35428,PORTEIRAS,CE,Nordeste,0.622,0.592,0.765,0.531,70.9,218.44,0.49,14888,-7.535,-39.118
2311207,NA,NA,8,POTENGI,CE,Nordeste,0.562,0.441,0.759,0.529,70.54,215.12,0.58,10080,-7.091,-40.027
2311231,NA,NA,23,POTIRETAMA,CE,Nordeste,0.604,0.538,0.754,0.544,70.23,236.09,0.5,5971,-5.668,-38.251
2311264,228,NA,101,QUITERIANÓPOLIS,CE,Nordeste,0.594,0.518,0.774,0.524,71.46,208.58,0.55,19513,-5.843,-40.701
2311306,935,970,7725,QUIXADÁ,CE,Nordeste,0.659,0.624,0.775,0.592,71.52,317.66,0.53,79027,-4.971,-39.015
2311355,69,37,448,QUIXELÔ,CE,Nordeste,0.591,0.52,0.725,0.548,68.49,242.27,0.51,14756,-6.254,-39.202
2311405,2510,2142,54426,QUIXERAMOBIM,CE,Nordeste,0.642,0.567,0.789,0.592,72.33,317.45,0.56,70674,-5.199,-39.293
2311504,7,NA,278,QUIXERÉ,CE,Nordeste,0.622,0.556,0.774,0.56,71.44,260.79,0.44,19188,-5.074,-37.989
2311603,971,440,29039,REDENÇÃO,CE,Nordeste,0.626,0.577,0.75,0.567,70,273.08,0.5,25865,-4.226,-38.731
2311702,370,767,14078,RERIUTABA,CE,Nordeste,0.601,0.509,0.761,0.56,70.63,260.65,0.6,19180,-4.142,-40.582
2311900,349,350,15599,SABOEIRO,CE,Nordeste,0.575,0.499,0.715,0.533,67.87,220.94,0.54,15504,-6.542,-39.907
2311959,NA,NA,12,SALITRE,CE,Nordeste,0.54,0.434,0.732,0.497,68.91,176.75,0.49,15149,-7.285,-40.457
2312007,973,1052,23772,SANTANA DO ACARAÚ,CE,Nordeste,0.587,0.5,0.755,0.536,70.28,224.83,0.66,27608,-3.461,-40.212
2312106,285,291,14757,SANTANA DO CARIRI,CE,Nordeste,0.612,0.557,0.779,0.527,71.72,212.7,0.56,16877,-7.188,-39.737
2312205,1343,1454,48101,SANTA QUITÉRIA,CE,Nordeste,0.616,0.553,0.775,0.546,71.48,238.84,0.56,41939,-4.332,-40.157
2312304,1757,1248,37022,SÃO BENEDITO,CE,Nordeste,0.611,0.531,0.764,0.562,70.84,263.94,0.51,43736,-4.049,-40.865
2312403,2062,1185,54048,SÃO GONÇALO DO AMARANTE,CE,Nordeste,0.665,0.646,0.775,0.587,71.47,309.14,0.51,43103,-3.606,-38.969
2312601,5,NA,304,SÃO LUÍS DO CURU,CE,Nordeste,0.62,0.593,0.719,0.558,68.13,257.9,0.51,12029,-3.67,-39.243
2312908,9829,10067,265592,SOBRAL,CE,Nordeste,0.714,0.675,0.832,0.647,74.93,448.89,0.56,185498,-3.674,-40.239
2313005,1692,1002,44388,SOLONÓPOLE,CE,Nordeste,0.625,0.574,0.754,0.565,70.22,269.25,0.51,17395,-5.733,-39.008
2313104,960,663,41920,TABULEIRO DO NORTE,CE,Nordeste,0.645,0.547,0.791,0.62,72.43,379.75,0.53,28531,-5.247,-38.131
2313203,583,689,12508,TAMBORIL,CE,Nordeste,0.58,0.476,0.779,0.526,71.71,211.64,0.52,25190,-4.832,-40.321
2313302,1748,2675,19507,TAUÁ,CE,Nordeste,0.633,0.56,0.773,0.585,71.4,305.42,0.57,54417,-6.003,-40.293
2313351,NA,NA,13,TEJUÇUOCA,CE,Nordeste,0.584,0.52,0.742,0.517,69.54,199.81,0.52,16561,-3.989,-39.581
2313401,636,905,14206,TIANGUÁ,CE,Nordeste,0.657,0.587,0.768,0.628,71.07,398.29,0.61,68228,-3.732,-40.992
2313500,1231,837,34112,TRAIRI,CE,Nordeste,0.606,0.577,0.739,0.522,69.34,205.89,0.55,49042,-3.278,-39.269
2313609,1201,918,26367,UBAJARA,CE,Nordeste,0.648,0.594,0.769,0.595,71.14,325.13,0.54,31262,-3.854,-40.921
2313757,611,324,27285,UMIRIM,CE,Nordeste,0.587,0.524,0.751,0.514,70.07,195.42,0.53,18370,-3.677,-39.35
2313807,980,642,41943,URUBURETAMA,CE,Nordeste,0.639,0.608,0.76,0.564,70.57,267.47,0.54,19365,-3.625,-39.508
2313906,631,671,23211,URUOCA,CE,Nordeste,0.566,0.485,0.745,0.503,69.7,182.85,0.53,12607,-3.314,-40.557
2313955,871,245,19157,VARJOTA,CE,Nordeste,0.611,0.545,0.728,0.575,68.65,286.41,0.52,17418,-4.194,-40.477
2314003,817,680,32665,VÁRZEA ALEGRE,CE,Nordeste,0.629,0.576,0.759,0.569,70.54,276.17,0.54,37880,-6.789,-39.296
2314102,1438,1537,85013,VIÇOSA DO CEARÁ,CE,Nordeste,0.571,0.475,0.753,0.521,70.2,204.23,0.6,53177,-3.562,-41.092
2400109,887,825,22347,ACARI,RN,Nordeste,0.679,0.634,0.779,0.633,71.73,410.61,0.49,10958,-6.436,-36.639
2400208,5601,4616,114958,AÇU,RN,Nordeste,0.661,0.568,0.795,0.641,72.69,432.38,0.53,52854,-5.577,-36.909
2400307,NA,NA,812,AFONSO BEZERRA,RN,Nordeste,0.585,0.502,0.713,0.56,67.76,261.3,0.53,10666,-5.498,-36.506
2400505,1410,1264,29148,ALEXANDRIA,RN,Nordeste,0.606,0.491,0.779,0.581,71.71,296.5,0.53,13284,-6.413,-38.016
2400604,1564,1335,31406,ALMINO AFONSO,RN,Nordeste,0.624,0.568,0.739,0.578,69.32,291.3,0.49,4818,-6.152,-37.766
2400802,1246,886,44535,ANGICOS,RN,Nordeste,0.624,0.53,0.756,0.606,70.34,347.65,0.51,11421,-5.666,-36.601
2401008,6742,6012,86207,APODI,RN,Nordeste,0.639,0.571,0.747,0.611,69.79,358.66,0.55,34143,-5.664,-37.799
2401107,2519,2034,73869,AREIA BRANCA,RN,Nordeste,0.682,0.621,0.79,0.647,72.38,449.02,0.48,25049,-4.956,-37.137
2401206,839,765,17225,ARÊS,RN,Nordeste,0.606,0.523,0.725,0.587,68.47,309.04,0.53,12632,-6.194,-35.16
2401305,1976,1842,41635,AUGUSTO SEVERO,RN,Nordeste,0.621,0.495,0.774,0.624,71.46,388.39,0.68,9041,-5.864,-37.31
2401453,1345,1212,25658,BARAÚNA,RN,Nordeste,0.574,0.446,0.756,0.562,70.36,263.68,0.42,23639,-5.08,-37.617
2402006,4797,3614,134009,CAICÓ,RN,Nordeste,0.71,0.619,0.824,0.703,74.45,637.13,0.56,61982,-6.458,-37.098
2402204,2089,1764,69778,CANGUARETAMA,RN,Nordeste,0.579,0.486,0.718,0.557,68.07,256.22,0.49,30080,-6.38,-35.129
2402303,583,734,38459,CARAÚBAS,RN,Nordeste,0.638,0.556,0.786,0.594,72.15,321.99,0.54,19038,-5.793,-37.557
2402600,4208,4339,174758,CEARÁ-MIRIM,RN,Nordeste,0.616,0.505,0.774,0.599,71.44,332.89,0.51,66062,-5.634,-35.426
2403004,792,763,16369,CRUZETA,RN,Nordeste,0.654,0.621,0.748,0.602,69.89,339.38,0.42,7925,-6.412,-36.79
2403103,3669,3389,73783,CURRAIS NOVOS,RN,Nordeste,0.691,0.617,0.794,0.673,72.62,526.96,0.58,42019,-6.261,-36.515
2403251,16392,17323,425122,PARNAMIRIM,RN,Nordeste,0.766,0.726,0.825,0.75,74.52,850.44,0.55,200794,-5.916,-35.263
2403608,2556,3057,87557,EXTREMOZ,RN,Nordeste,0.66,0.555,0.808,0.64,73.5,428.65,0.54,24229,-5.706,-35.307
2403806,776,705,29220,FLORÂNIA,RN,Nordeste,0.642,0.56,0.775,0.611,71.51,359,0.49,8911,-6.127,-36.818
2404200,1761,1538,95202,GOIANINHA,RN,Nordeste,0.638,0.537,0.783,0.619,72,377.59,0.55,22066,-6.267,-35.21
2404309,NA,NA,1565,GOVERNADOR DIX-SEPT ROSADO,RN,Nordeste,0.592,0.485,0.759,0.564,70.52,267.12,0.49,11990,-5.459,-37.521
2404705,444,516,34760,IPANGUAÇU,RN,Nordeste,0.603,0.518,0.744,0.568,69.63,273.8,0.48,13652,-5.498,-36.855
2405207,1,NA,557,JANDUÍS,RN,Nordeste,0.615,0.529,0.776,0.567,71.53,272.39,0.47,5289,-6.016,-37.409
2405603,761,623,25348,JARDIM DE PIRANHAS,RN,Nordeste,0.603,0.469,0.792,0.59,72.49,314.6,0.42,13376,-6.379,-37.352
2405702,899,870,13942,JARDIM DO SERIDÓ,RN,Nordeste,0.663,0.584,0.772,0.647,71.31,447.53,0.5,12060,-6.584,-36.774
2405801,2105,1888,45567,JOÃO CÂMARA,RN,Nordeste,0.595,0.484,0.724,0.6,68.45,335.64,0.56,31519,-5.538,-35.82
2406106,645,643,18330,JUCURUTU,RN,Nordeste,0.601,0.492,0.755,0.583,70.28,301.94,0.46,17402,-6.034,-37.02
2406700,406,522,31743,LAJES,RN,Nordeste,0.624,0.557,0.756,0.578,70.37,292.5,0.49,10204,-5.7,-36.245
2407005,1315,912,30964,LUÍS GOMES,RN,Nordeste,0.608,0.531,0.776,0.545,71.56,237.26,0.55,9510,-6.414,-38.389
2407104,3333,3121,111696,MACAÍBA,RN,Nordeste,0.64,0.545,0.784,0.613,72.04,363.97,0.5,68468,-5.858,-35.354
2407203,1944,2130,94216,MACAU,RN,Nordeste,0.665,0.572,0.792,0.65,72.49,457.22,0.5,28589,-5.115,-36.634
2407302,2141,1967,36587,MARCELINO VIEIRA,RN,Nordeste,0.609,0.51,0.776,0.571,71.56,279.42,0.52,8176,-6.294,-38.167
2407401,643,616,41802,MARTINS,RN,Nordeste,0.622,0.538,0.772,0.58,71.31,295.35,0.49,8171,-6.088,-37.911
2407807,1697,1569,41758,MONTE ALEGRE,RN,Nordeste,0.609,0.507,0.77,0.578,71.18,292.15,0.52,20395,-6.068,-35.332
2408003,25344,24279,680589,MOSSORÓ,RN,Nordeste,0.72,0.663,0.811,0.694,73.64,600.28,0.52,257148,-5.188,-37.344
2408102,141560,97499,3497294,NATAL,RN,Nordeste,0.763,0.694,0.835,0.768,75.08,950.34,0.61,797696,-5.795,-35.209
2408201,1653,1196,63007,NÍSIA FLORESTA,RN,Nordeste,0.622,0.518,0.773,0.601,71.37,337.75,0.53,23116,-6.091,-35.209
2408300,1622,2122,90035,NOVA CRUZ,RN,Nordeste,0.629,0.537,0.788,0.589,72.28,313.34,0.52,35064,-6.478,-35.434
2408904,1706,1727,39536,PARELHAS,RN,Nordeste,0.676,0.617,0.802,0.625,73.09,390.54,0.45,20310,-6.688,-36.658
2409308,1886,1748,38558,PATU,RN,Nordeste,0.618,0.513,0.768,0.599,71.07,331.98,0.52,11767,-6.11,-37.637
2409407,7704,4431,108329,PAU DOS FERROS,RN,Nordeste,0.678,0.584,0.803,0.666,73.16,504.82,0.54,27473,-6.111,-38.209
2409704,NA,NA,455,PEDRO AVELINO,RN,Nordeste,0.583,0.435,0.788,0.577,72.27,289.53,0.52,7101,-5.522,-36.388
2409803,586,402,15773,PEDRO VELHO,RN,Nordeste,0.568,0.442,0.738,0.562,69.27,263.8,0.51,13813,-6.439,-35.221
2409902,1252,835,26056,PENDÊNCIAS,RN,Nordeste,0.631,0.526,0.753,0.633,70.17,412.01,0.55,13356,-5.26,-36.722
2410108,484,345,15204,POÇO BRANCO,RN,Nordeste,0.587,0.471,0.766,0.562,70.93,263.9,0.56,13625,-5.623,-35.663
2410207,1369,984,33706,PORTALEGRE,RN,Nordeste,0.621,0.547,0.754,0.581,70.22,296.9,0.52,7202,-6.024,-37.988
2411205,2999,3130,90187,SANTA CRUZ,RN,Nordeste,0.635,0.564,0.761,0.597,70.67,327.61,0.52,35389,-6.229,-36.023
2411403,714,458,16358,SANTANA DO MATOS,RN,Nordeste,0.591,0.482,0.767,0.559,71.04,258.64,0.55,13522,-5.958,-36.656
2411502,1345,1498,46866,SANTO ANTÔNIO,RN,Nordeste,0.62,0.512,0.782,0.595,71.94,323.81,0.57,21963,-6.311,-35.479
2411601,494,457,17073,SÃO BENTO DO NORTE,RN,Nordeste,0.555,0.415,0.76,0.541,70.62,231.17,0.54,2914,-5.093,-35.959
2412005,3661,4631,152098,SÃO GONÇALO DO AMARANTE,RN,Nordeste,0.661,0.564,0.829,0.619,74.72,377.16,0.44,86673,-5.793,-35.329
2412104,540,548,10100,SÃO JOÃO DO SABUGI,RN,Nordeste,0.655,0.581,0.779,0.62,71.73,379.2,0.47,5900,-6.718,-37.201
2412203,2875,1619,70256,SÃO JOSÉ DE MIPIBU,RN,Nordeste,0.611,0.508,0.748,0.599,69.86,331.85,0.55,38918,-6.075,-35.238
2412302,842,866,33049,SÃO JOSÉ DO CAMPESTRE,RN,Nordeste,0.615,0.522,0.789,0.564,72.34,267.55,0.5,12320,-6.316,-35.714
2412500,2329,1978,53133,SÃO MIGUEL,RN,Nordeste,0.606,0.518,0.747,0.574,69.83,285.2,0.53,22030,-6.212,-38.497
2412609,653,869,30545,SÃO PAULO DO POTENGI,RN,Nordeste,0.622,0.555,0.744,0.584,69.63,303.74,0.48,15675,-5.895,-35.763
2412807,NA,NA,1036,SÃO RAFAEL,RN,Nordeste,0.611,0.493,0.787,0.588,72.19,309.77,0.52,7961,-5.799,-36.921
2412906,415,523,27453,SÃO TOMÉ,RN,Nordeste,0.585,0.461,0.77,0.565,71.22,268.71,0.49,10627,-5.973,-36.075
2413409,NA,NA,1155,SERRA NEGRA DO NORTE,RN,Nordeste,0.597,0.468,0.787,0.578,72.22,292.16,0.42,7681,-6.666,-37.397
2413904,1,NA,1078,TAIPU,RN,Nordeste,0.569,0.435,0.778,0.544,71.68,235.78,0.45,11682,-5.622,-35.597
2414001,1789,1484,36511,TANGARÁ,RN,Nordeste,0.608,0.516,0.77,0.566,71.21,270.47,0.52,13816,-6.199,-35.802
2414407,1516,1271,41741,TOUROS,RN,Nordeste,0.572,0.466,0.716,0.562,67.95,264.4,0.52,30635,-5.199,-35.461
2414506,671,810,29011,UMARIZAL,RN,Nordeste,0.618,0.506,0.792,0.59,72.49,313.6,0.51,10505,-5.991,-37.814
2414605,756,1700,16921,UPANEMA,RN,Nordeste,0.596,0.516,0.758,0.542,70.5,233.97,0.54,12674,-5.642,-37.258
2500106,738,602,18978,ÁGUA BRANCA,PB,Nordeste,0.572,0.484,0.712,0.542,67.72,233.65,0.54,9185,-7.512,-37.641
2500304,3381,3734,54556,ALAGOA GRANDE,PB,Nordeste,0.582,0.43,0.797,0.576,72.83,287.94,0.53,27986,-7.089,-35.635
2500403,1762,817,27427,ALAGOA NOVA,PB,Nordeste,0.576,0.451,0.749,0.567,69.93,272.81,0.54,19413,-7.071,-35.758
2500502,1705,1330,23667,ALAGOINHA,PB,Nordeste,0.595,0.462,0.795,0.574,72.72,284.64,0.52,13382,-6.95,-35.545
2500601,1110,658,49482,ALHANDRA,PB,Nordeste,0.582,0.465,0.778,0.544,71.69,236.14,0.45,17476,-7.439,-34.914
2500700,2113,1156,22320,SÃO JOÃO DO RIO DO PEIXE,PB,Nordeste,0.608,0.49,0.782,0.586,71.94,306.87,0.53,18021,-6.729,-38.449
2500809,NA,NA,120,ARAÇAGI,PB,Nordeste,0.549,0.412,0.745,0.54,69.7,230.52,0.53,16680,-6.853,-35.381
2500908,6,NA,33,ARARA,PB,Nordeste,0.548,0.407,0.712,0.569,67.69,276.67,0.54,12567,-6.828,-35.758
2501005,1859,1267,21172,ARARUNA,PB,Nordeste,0.567,0.439,0.758,0.549,70.45,244.02,0.52,18575,-6.558,-35.742
2501104,1105,781,17555,AREIA,PB,Nordeste,0.594,0.467,0.756,0.593,70.34,319.92,0.55,23400,-6.963,-35.692
2501302,18,NA,104,AROEIRAS,PB,Nordeste,0.548,0.411,0.745,0.537,69.71,226.05,0.58,18219,-7.545,-35.708
2501500,1405,759,17551,BANANEIRAS,PB,Nordeste,0.568,0.43,0.766,0.555,70.98,253.3,0.59,20830,-6.75,-35.633
2501609,12,NA,74,BARRA DE SANTA ROSA,PB,Nordeste,0.562,0.434,0.753,0.542,70.2,233.51,0.52,14006,-6.72,-36.061
2501807,5698,3170,114272,BAYEUX,PB,Nordeste,0.649,0.566,0.779,0.619,71.73,376.74,0.46,99498,-7.125,-34.932
2501906,1664,1147,34937,BELÉM,PB,Nordeste,0.592,0.492,0.759,0.557,70.55,256.2,0.49,16832,-6.747,-35.519
2502409,NA,NA,372,BONITO DE SANTA FÉ,PB,Nordeste,0.574,0.427,0.786,0.564,72.18,267.09,0.52,10625,-7.313,-38.515
2502508,2009,1052,39856,BOQUEIRÃO,PB,Nordeste,0.607,0.496,0.763,0.592,70.79,319.11,0.46,16786,-7.482,-36.135
2502805,19,NA,821,BREJO DO CRUZ,PB,Nordeste,0.597,0.463,0.798,0.575,72.85,287.2,0.47,12922,-6.349,-37.498
2503001,950,722,50149,CAAPORÃ,PB,Nordeste,0.602,0.509,0.757,0.565,70.41,268.46,0.47,20007,-7.516,-34.908
2503100,7,NA,21,CABACEIRAS,PB,Nordeste,0.611,0.523,0.759,0.574,70.54,283.93,0.46,5006,-7.489,-36.287
2503209,9497,5834,166402,CABEDELO,PB,Nordeste,0.748,0.651,0.822,0.782,74.31,1036.21,0.7,56619,-6.981,-34.834
2503506,2,NA,36,CACIMBA DE DENTRO,PB,Nordeste,0.564,0.419,0.777,0.551,71.59,246.21,0.53,16434,-6.642,-35.79
2503605,23,NA,1,CAIÇARA,PB,Nordeste,0.592,0.488,0.733,0.58,68.96,294.68,0.51,7134,-6.554,-35.411
2503704,4635,2684,89400,CAJAZEIRAS,PB,Nordeste,0.679,0.574,0.815,0.668,73.87,511.56,0.56,57745,-6.89,-38.562
2504009,45086,24565,689924,CAMPINA GRANDE,PB,Nordeste,0.72,0.654,0.812,0.702,73.73,630.03,0.58,382105,-7.231,-35.881
2504306,9393,4100,85203,CATOLÉ DO ROCHA,PB,Nordeste,0.64,0.539,0.787,0.617,72.23,371.92,0.5,28540,-6.344,-37.747
2504405,3569,1526,28826,CONCEIÇÃO,PB,Nordeste,0.592,0.476,0.754,0.577,70.23,290.63,0.56,17962,-7.562,-38.509
2504603,2040,775,34330,CONDE,PB,Nordeste,0.618,0.5,0.797,0.591,72.84,316.81,0.52,20604,-7.26,-34.908
2504801,1747,949,23644,COREMAS,PB,Nordeste,0.592,0.452,0.794,0.578,72.65,291.3,0.51,14953,-7.014,-37.946
2504900,8,NA,180,CRUZ DO ESPÍRITO SANTO,PB,Nordeste,0.552,0.408,0.778,0.531,71.66,217.47,0.43,15874,-7.14,-35.086
2505105,2821,1892,38451,CUITÉ,PB,Nordeste,0.591,0.47,0.766,0.574,70.96,284.57,0.51,19533,-6.485,-36.157
2506004,2960,1477,44787,ESPERANÇA,PB,Nordeste,0.623,0.526,0.767,0.598,71.04,330.66,0.54,30353,-7.023,-35.86
2506301,7864,4727,129286,GUARABIRA,PB,Nordeste,0.673,0.586,0.812,0.641,73.73,430.83,0.53,54776,-6.855,-35.49
2506400,1022,662,18270,GURINHÉM,PB,Nordeste,0.556,0.435,0.728,0.544,68.67,235.88,0.45,13717,-7.124,-35.424
2506806,1904,1348,31593,INGÁ,PB,Nordeste,0.592,0.471,0.768,0.573,71.07,282.85,0.49,17871,-7.268,-35.613
2506905,3056,1994,136378,ITABAIANA,PB,Nordeste,0.613,0.536,0.727,0.592,68.63,319.34,0.5,24297,-7.329,-35.333
2507002,4554,2678,59810,ITAPORANGA,PB,Nordeste,0.615,0.517,0.742,0.607,69.54,349.02,0.5,22826,-7.304,-38.15
2507309,1076,629,25215,JACARAÚ,PB,Nordeste,0.558,0.435,0.72,0.554,68.18,250.76,0.54,13642,-6.612,-35.293
2507507,125072,62195,2632482,JOÃO PESSOA,PB,Nordeste,0.763,0.693,0.832,0.77,74.89,964.82,0.62,712984,-7.115,-34.863
2507705,1388,490,24269,JUAZEIRINHO,PB,Nordeste,0.567,0.435,0.753,0.557,70.2,255.68,0.51,16453,-7.068,-36.578
2508604,NA,NA,108,LUCENA,PB,Nordeste,0.583,0.469,0.734,0.577,69.03,289.29,0.55,11561,-6.9,-34.869
2508802,NA,NA,384,MALTA,PB,Nordeste,0.642,0.533,0.8,0.62,73.01,378.53,0.58,5580,-6.904,-37.522
2508901,3751,2165,82181,MAMANGUAPE,PB,Nordeste,0.585,0.453,0.756,0.585,70.33,305.46,0.52,41692,-6.839,-35.126
2509107,NA,NA,204,MARI,PB,Nordeste,0.548,0.429,0.692,0.553,66.5,250.22,0.46,20940,-7.06,-35.319
2509701,2440,1181,69284,MONTEIRO,PB,Nordeste,0.628,0.558,0.709,0.625,67.51,392.05,0.57,30232,-7.889,-37.12
2510808,15628,8137,159543,PATOS,PB,Nordeste,0.701,0.628,0.821,0.667,74.26,508.52,0.56,99970,-7.024,-37.28
2510907,6,NA,NA,PAULISTA,PB,Nordeste,0.587,0.461,0.747,0.587,69.79,308.48,0.49,11679,-6.594,-37.624
2511202,1572,735,22268,PEDRAS DE FOGO,PB,Nordeste,0.59,0.468,0.771,0.568,71.23,273.39,0.53,26427,-7.402,-35.116
2511301,4419,2768,62663,PIANCÓ,PB,Nordeste,0.621,0.55,0.736,0.593,69.17,321.21,0.53,14888,-7.198,-37.929
2511400,1637,994,36408,PICUÍ,PB,Nordeste,0.608,0.506,0.745,0.596,69.7,326.53,0.53,17998,-6.555,-36.349
2511509,42,NA,266,PILAR,PB,Nordeste,0.579,0.461,0.775,0.544,71.52,236.08,0.49,10987,-7.267,-35.26
2511608,1,NA,1152,PILÕES,PB,Nordeste,0.56,0.409,0.767,0.559,70.99,259,0.59,6811,-6.902,-35.623
2511806,4,NA,78,PIRPIRITUBA,PB,Nordeste,0.595,0.499,0.745,0.566,69.69,270.98,0.52,10106,-6.78,-35.499
2512002,1203,606,24613,POCINHOS,PB,Nordeste,0.591,0.477,0.779,0.556,71.73,253.75,0.46,16827,-7.077,-36.061
2512101,2678,1663,78536,POMBAL,PB,Nordeste,0.634,0.515,0.787,0.629,72.22,401.6,0.54,31964,-6.77,-37.802
2512200,8,NA,96,PRATA,PB,Nordeste,0.608,0.514,0.772,0.566,71.31,271.47,0.44,3778,-7.691,-37.08
2512309,3587,1591,31566,PRINCESA ISABEL,PB,Nordeste,0.606,0.514,0.72,0.6,68.19,334.74,0.47,21014,-7.737,-37.993
2512507,2780,1474,38864,QUEIMADAS,PB,Nordeste,0.608,0.489,0.796,0.578,72.73,292.5,0.46,40645,-7.358,-35.898
2512705,1670,897,22369,REMÍGIO,PB,Nordeste,0.607,0.474,0.797,0.592,72.83,319.14,0.55,17271,-6.903,-35.834
2512903,1489,882,39287,RIO TINTO,PB,Nordeste,0.585,0.48,0.742,0.562,69.51,264.5,0.5,22263,-6.803,-35.081
2513406,2369,1261,20254,SANTA LUZIA,PB,Nordeste,0.682,0.635,0.804,0.62,73.23,379.3,0.51,14649,-6.872,-36.919
2513604,89,NA,234,SANTANA DOS GARROTES,PB,Nordeste,0.594,0.479,0.772,0.568,71.3,274.26,0.48,7173,-7.384,-37.986
2513703,7113,4135,185613,SANTA RITA,PB,Nordeste,0.627,0.534,0.774,0.597,71.43,328.16,0.46,118347,-7.114,-34.978
2513901,2935,1232,51419,SÃO BENTO,PB,Nordeste,0.58,0.424,0.769,0.597,71.16,328.99,0.47,30737,-6.486,-37.451
2514008,1,NA,45,SÃO JOÃO DO CARIRI,PB,Nordeste,0.622,0.488,0.797,0.618,72.79,373.55,0.53,4281,-7.391,-36.533
2514503,1545,837,35615,SÃO JOSÉ DE PIRANHAS,PB,Nordeste,0.591,0.461,0.755,0.594,70.31,321.53,0.5,18787,-7.121,-38.502
2514909,NA,NA,175,SÃO MAMEDE,PB,Nordeste,0.641,0.558,0.765,0.617,70.87,371.01,0.52,7723,-6.927,-37.096
2515302,5649,2738,86690,SAPÉ,PB,Nordeste,0.569,0.461,0.711,0.563,67.64,266.29,0.5,47888,-7.095,-35.233
2515500,1598,1142,23290,SERRA BRANCA,PB,Nordeste,0.628,0.537,0.77,0.598,71.22,330.05,0.48,12806,-7.483,-36.665
2515906,2,NA,1,SERRARIA,PB,Nordeste,0.547,0.392,0.779,0.536,71.71,224.2,0.5,6127,-6.82,-35.633
