id_municipio,baixados,novos,pendentes,muni_nm,uf_sigla,regiao_nm,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
1100015,2298,3037,35735,ALTA FLORESTA D'OESTE,RO,Norte,0.641,0.526,0.763,0.657,70.75,476.99,0.58,22429,-11.929,-61.996
1100023,17749,20224,330269,ARIQUEMES,RO,Norte,0.702,0.6,0.806,0.716,73.36,689.95,0.53,88730,-9.913,-63.041
1100049,15178,15123,240204,CACOAL,RO,Norte,0.718,0.62,0.821,0.727,74.27,738.06,0.57,76876,-11.438,-61.448
1100056,2570,2364,74323,CEREJEIRAS,RO,Norte,0.692,0.602,0.799,0.688,72.94,577.18,0.5,16815,-13.189,-60.812
1100064,2641,2570,48031,COLORADO DO OESTE,RO,Norte,0.685,0.584,0.814,0.676,73.81,535.41,0.49,18204,-13.117,-60.542
1100080,1149,1529,22717,COSTA MARQUES,RO,Norte,0.611,0.493,0.751,0.616,70.04,370.77,0.52,13246,-12.445,-64.227
1100098,3060,3869,84361,ESPIGÃO D'OESTE,RO,Norte,0.672,0.536,0.819,0.691,74.15,590.8,0.52,27791,-11.525,-61.013
1100106,3716,4136,98020,GUAJARÁ-MIRIM,RO,Norte,0.657,0.519,0.823,0.663,74.39,494.69,0.54,38203,-10.783,-65.339
1100114,5637,5887,78351,JARU,RO,Norte,0.689,0.577,0.825,0.687,74.51,575.14,0.49,51304,-10.439,-62.466
1100122,12772,14069,227920,JI-PARANÁ,RO,Norte,0.714,0.617,0.81,0.728,73.6,743.35,0.53,115322,-10.882,-61.944
1100130,3539,4689,72113,MACHADINHO D'OESTE,RO,Norte,0.596,0.446,0.755,0.629,70.32,401.42,0.55,28671,-9.444,-61.981
1100148,2227,2336,36018,NOVA BRASILÂNDIA D'OESTE,RO,Norte,0.643,0.524,0.763,0.664,70.75,499.59,0.56,18998,-11.725,-62.331
1100155,5490,5547,100760,OURO PRETO DO OESTE,RO,Norte,0.682,0.569,0.812,0.687,73.72,576.51,0.48,37159,-10.716,-62.248
1100189,4764,5767,116306,PIMENTA BUENO,RO,Norte,0.71,0.613,0.803,0.726,73.15,734.76,0.54,33386,-11.673,-61.193
1100205,59846,75008,1303689,PORTO VELHO,RO,Norte,0.736,0.638,0.819,0.764,74.14,929.19,0.56,419354,-8.762,-63.904
1100254,2168,2247,43342,PRESIDENTE MÉDICI,RO,Norte,0.664,0.55,0.792,0.671,72.51,520.2,0.53,21459,-11.176,-61.901
1100288,7101,9181,131014,ROLIM DE MOURA,RO,Norte,0.7,0.598,0.808,0.709,73.46,657.65,0.53,49999,-11.733,-61.778
1100296,1831,2472,41521,SANTA LUZIA D'OESTE,RO,Norte,0.67,0.564,0.812,0.657,73.73,476.08,0.49,8674,-11.902,-61.779
1100304,8567,11131,240116,VILHENA,RO,Norte,0.731,0.659,0.808,0.734,73.49,768.98,0.5,75450,-12.741,-60.146
1100320,3638,4011,67500,SÃO MIGUEL DO GUAPORÉ,RO,Norte,0.646,0.537,0.781,0.644,71.87,440.6,0.62,19630,-11.681,-62.684
1100346,2463,2441,50288,ALVORADA D'OESTE,RO,Norte,0.643,0.534,0.763,0.654,70.75,469.26,0.53,16275,-11.408,-62.389
1100452,4143,5883,108748,BURITIS,RO,Norte,0.616,0.479,0.751,0.65,70.08,458.05,0.5,31377,-10.212,-63.829
1101492,1849,2203,27468,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,0.611,0.462,0.751,0.657,70.04,477.9,0.56,15401,-12.062,-63.569
1200013,444,604,18519,ACRELÂNDIA,AC,Norte,0.604,0.466,0.808,0.584,73.45,303.76,0.54,11932,-9.828,-66.883
1200054,282,305,7075,ASSIS BRASIL,AC,Norte,0.588,0.456,0.77,0.578,71.19,291.33,0.61,5124,-10.941,-69.567
1200104,1537,1387,27379,BRASILÉIA,AC,Norte,0.614,0.485,0.77,0.619,71.22,376.07,0.58,20288,-11.01,-68.748
1200138,350,573,12515,BUJARI,AC,Norte,0.589,0.439,0.772,0.603,71.32,340.95,0.58,7938,-9.831,-67.952
1200179,371,333,5930,CAPIXABA,AC,Norte,0.575,0.398,0.794,0.601,72.62,336.17,0.56,8453,-10.573,-67.676
1200203,3384,3802,108135,CRUZEIRO DO SUL,AC,Norte,0.664,0.582,0.776,0.648,71.58,450.06,0.64,73535,-7.631,-72.67
1200252,693,806,20172,EPITACIOLÂNDIA,AC,Norte,0.653,0.553,0.771,0.654,71.27,467.83,0.6,14545,-11.029,-68.741
1200302,1145,1498,48694,FEIJÓ,AC,Norte,0.539,0.388,0.723,0.559,68.35,259.43,0.68,26182,-8.164,-70.354
1200336,828,666,16808,MÂNCIO LIMA,AC,Norte,0.625,0.546,0.77,0.58,71.17,295.5,0.61,14220,-7.614,-72.896
1200344,507,470,17975,MANOEL URBANO,AC,Norte,0.551,0.373,0.767,0.586,71.04,307.7,0.59,7427,-8.839,-69.26
1200385,717,731,12140,PLÁCIDO DE CASTRO,AC,Norte,0.622,0.517,0.786,0.593,72.17,321.16,0.55,16210,-10.335,-67.184
1200401,22446,23123,624239,RIO BRANCO,AC,Norte,0.727,0.661,0.798,0.729,72.85,744.67,0.59,328655,-9.975,-67.81
1200427,161,182,7994,RODRIGUES ALVES,AC,Norte,0.567,0.477,0.736,0.518,69.18,200.58,0.63,13151,-7.742,-72.647
1200450,1169,1351,28884,SENADOR GUIOMARD,AC,Norte,0.64,0.513,0.786,0.649,72.17,455.06,0.55,19573,-10.151,-67.736
1200500,1794,1724,52044,SENA MADUREIRA,AC,Norte,0.603,0.456,0.81,0.593,73.59,320.8,0.54,34029,-9.066,-68.657
1200609,1681,2652,77468,TARAUACÁ,AC,Norte,0.539,0.392,0.72,0.554,68.21,251.53,0.65,31613,-8.161,-70.766
1200708,1692,1879,25905,XAPURI,AC,Norte,0.599,0.448,0.773,0.621,71.38,382.24,0.58,15130,-10.652,-68.504
1200807,269,309,6859,PORTO ACRE,AC,Norte,0.576,0.418,0.771,0.593,71.24,319.71,0.6,13843,-9.588,-67.533
1300029,355,739,16882,ALVARÃES,AM,Norte,0.527,0.377,0.778,0.499,71.69,178.67,0.58,12619,-3.221,-64.804
1300060,398,403,7914,AMATURÁ,AM,Norte,0.56,0.455,0.773,0.499,71.36,178.69,0.64,8479,-3.364,-68.198
1300086,196,232,6687,ANAMÃ,AM,Norte,0.594,0.526,0.741,0.537,69.48,226.82,0.58,9602,-3.58,-61.404
1300102,406,656,13490,ANORI,AM,Norte,0.561,0.433,0.757,0.54,70.42,229.94,0.6,15481,-3.773,-61.644
1300144,775,510,22466,APUÍ,AM,Norte,0.637,0.54,0.772,0.621,71.29,380.62,0.56,16869,-7.197,-59.891
1300201,450,340,10749,ATALAIA DO NORTE,AM,Norte,0.45,0.259,0.733,0.481,68.95,159.21,0.65,11093,-4.372,-70.192
1300300,1983,874,62075,AUTAZES,AM,Norte,0.577,0.446,0.799,0.539,72.91,228.43,0.59,29272,-3.58,-59.131
1300409,634,365,21465,BARCELOS,AM,Norte,0.5,0.315,0.728,0.545,68.69,237.29,0.74,14296,-0.975,-62.924
1300508,781,1396,20506,BARREIRINHA,AM,Norte,0.574,0.522,0.774,0.469,71.45,148.28,0.6,25846,-2.793,-57.07
1300607,587,516,15828,BENJAMIN CONSTANT,AM,Norte,0.574,0.471,0.763,0.526,70.78,211.1,0.56,30167,-4.383,-70.031
1300631,701,334,14419,BERURI,AM,Norte,0.506,0.346,0.731,0.512,68.85,193.4,0.65,13633,-3.898,-61.373
1300680,161,1177,20826,BOA VISTA DO RAMOS,AM,Norte,0.565,0.484,0.75,0.496,69.99,175.55,0.59,13803,-2.97,-57.59
1300706,1037,732,45899,BOCA DO ACRE,AM,Norte,0.588,0.455,0.777,0.576,71.59,288.42,0.63,28167,-8.752,-67.398
1300805,632,422,27893,BORBA,AM,Norte,0.56,0.425,0.776,0.532,71.53,219.83,0.64,31210,-4.388,-59.594
1300839,417,249,10235,CAAPIRANGA,AM,Norte,0.569,0.436,0.775,0.544,71.49,235.49,0.58,9472,-3.328,-61.209
1300904,807,795,17778,CANUTAMA,AM,Norte,0.53,0.379,0.752,0.522,70.1,206.44,0.61,11606,-6.534,-64.383
1301001,872,696,37102,CARAUARI,AM,Norte,0.549,0.416,0.745,0.534,69.68,222.32,0.54,25249,-4.883,-66.896
1301100,1751,802,25896,CAREIRO,AM,Norte,0.557,0.431,0.779,0.515,71.76,197.06,0.66,25243,-3.768,-60.369
1301159,250,428,15601,CAREIRO DA VÁRZEA,AM,Norte,0.568,0.45,0.779,0.523,71.76,207.18,0.57,20789,-3.221,-59.826
1301209,3340,4770,122011,COARI,AM,Norte,0.586,0.425,0.78,0.606,71.79,347.2,0.64,67650,-4.085,-63.141
1301308,997,1540,22935,CODAJÁS,AM,Norte,0.563,0.421,0.775,0.546,71.49,239.64,0.61,22034,-3.837,-62.057
1301407,549,627,22895,EIRUNEPÉ,AM,Norte,0.563,0.431,0.756,0.548,70.37,241.86,0.62,28222,-6.66,-69.874
1301506,475,244,14726,ENVIRA,AM,Norte,0.509,0.349,0.727,0.521,68.63,204.98,0.64,14590,-7.433,-70.023
1301605,335,266,27342,FONTE BOA,AM,Norte,0.53,0.4,0.719,0.518,68.13,200.4,0.62,19823,-2.514,-66.092
1301654,615,420,21999,GUAJARÁ,AM,Norte,0.532,0.387,0.762,0.51,70.7,191.04,0.74,10610,-7.546,-72.584
1301704,4508,3560,130038,HUMAITÁ,AM,Norte,0.605,0.451,0.791,0.621,72.47,382.13,0.66,40274,-7.506,-63.021
1301803,530,349,14009,IPIXUNA,AM,Norte,0.481,0.302,0.772,0.476,71.32,154.54,0.58,19874,-7.051,-71.695
1301852,2873,3146,117051,IRANDUBA,AM,Norte,0.613,0.476,0.799,0.607,72.94,349.23,0.56,38313,-3.285,-60.186
1301902,6873,5980,161634,ITACOATIARA,AM,Norte,0.644,0.534,0.811,0.618,73.66,373.71,0.59,82711,-3.143,-58.444
1301951,265,158,5057,ITAMARATI,AM,Norte,0.477,0.266,0.772,0.529,71.32,214.95,0.8,7001,-6.425,-68.253
1302009,961,2246,33428,ITAPIRANGA,AM,Norte,0.654,0.594,0.792,0.594,72.54,321.94,0.67,7213,-2.749,-58.022
1302108,81,92,5024,JAPURÁ,AM,Norte,0.522,0.345,0.748,0.552,69.85,248.6,0.59,7117,-1.826,-66.599
1302207,422,250,11926,JURUÁ,AM,Norte,0.522,0.376,0.704,0.538,67.24,227.39,0.6,10309,-3.481,-66.069
1302306,1004,388,34601,JUTAÍ,AM,Norte,0.516,0.34,0.766,0.528,70.93,214.36,0.69,15956,-2.747,-66.767
1302405,1134,1065,66561,LÁBREA,AM,Norte,0.531,0.374,0.744,0.538,69.62,227.62,0.59,34359,-7.259,-64.798
1302504,7232,4263,190604,MANACAPURU,AM,Norte,0.614,0.481,0.795,0.604,72.69,342.58,0.56,82267,-3.3,-60.621
1302553,419,251,14233,MANAQUIRI,AM,Norte,0.596,0.51,0.748,0.556,69.88,254.15,0.57,21873,-3.428,-60.459
1302603,166401,178875,6126088,MANAUS,AM,Norte,0.737,0.658,0.826,0.738,74.54,790.27,0.61,1787596,-3.102,-60.025
1302702,2302,1722,26399,MANICORÉ,AM,Norte,0.582,0.456,0.747,0.58,69.83,295.23,0.6,43679,-5.809,-61.3
1302801,233,154,6583,MARAÃ,AM,Norte,0.498,0.348,0.763,0.466,70.78,144.99,0.69,13958,-1.856,-65.581
1302900,4204,1115,50232,MAUÉS,AM,Norte,0.588,0.464,0.8,0.549,72.97,244.3,0.64,48995,-3.384,-57.719
1303007,805,1302,22626,NHAMUNDÁ,AM,Norte,0.586,0.503,0.779,0.513,71.73,195.12,0.65,16033,-2.186,-56.713
1303106,898,999,33025,NOVA OLINDA DO NORTE,AM,Norte,0.558,0.412,0.78,0.541,71.81,232.07,0.63,27144,-3.888,-59.094
1303205,832,1838,29259,NOVO AIRÃO,AM,Norte,0.57,0.434,0.776,0.551,71.55,246.44,0.59,12631,-2.621,-60.944
1303304,379,448,20203,NOVO ARIPUANÃ,AM,Norte,0.554,0.421,0.759,0.532,70.52,219.69,0.57,19364,-5.121,-60.38
1303403,2877,3865,122045,PARINTINS,AM,Norte,0.658,0.605,0.8,0.589,72.97,313.07,0.59,94239,-2.628,-56.736
1303502,378,328,23149,PAUINI,AM,Norte,0.496,0.317,0.724,0.531,68.45,218.21,0.72,16597,-7.714,-66.976
1303536,1550,1495,69931,PRESIDENTE FIGUEIREDO,AM,Norte,0.647,0.538,0.802,0.627,73.1,396.51,0.52,25693,-2.034,-60.025
1303569,879,3193,55591,RIO PRETO DA EVA,AM,Norte,0.611,0.493,0.785,0.59,72.12,315.24,0.55,22991,-2.699,-59.7
1303601,370,740,17036,SANTA ISABEL DO RIO NEGRO,AM,Norte,0.479,0.323,0.737,0.461,69.2,141.04,0.72,11561,-0.414,-65.019
1303700,825,751,48464,SANTO ANTÔNIO DO IÇÁ,AM,Norte,0.49,0.353,0.759,0.438,70.52,122.21,0.67,19866,-3.102,-67.94
1303809,473,988,23258,SÃO GABRIEL DA CACHOEIRA,AM,Norte,0.609,0.476,0.777,0.61,71.59,355.51,0.8,28086,-0.13,-67.089
1303908,598,305,17839,SÃO PAULO DE OLIVENÇA,AM,Norte,0.521,0.386,0.78,0.471,71.77,150.28,0.64,26280,-3.378,-68.873
1303957,601,868,20947,SÃO SEBASTIÃO DO UATUMÃ,AM,Norte,0.577,0.464,0.739,0.561,69.34,262.79,0.58,10327,-2.572,-57.871
1304005,635,513,24360,SILVES,AM,Norte,0.632,0.584,0.791,0.546,72.47,238.53,0.56,8187,-2.839,-58.209
1304062,1149,971,40815,TABATINGA,AM,Norte,0.616,0.505,0.769,0.602,71.12,338.4,0.65,49273,-4.253,-69.938
1304104,852,507,28919,TAPAUÁ,AM,Norte,0.502,0.355,0.694,0.512,66.61,193.97,0.6,17212,-5.628,-63.183
1304203,3793,2093,74883,TEFÉ,AM,Norte,0.639,0.511,0.801,0.637,73.04,421.41,0.62,59646,-3.354,-64.711
1304260,145,200,11642,UARINI,AM,Norte,0.527,0.378,0.724,0.535,68.43,223.11,0.61,10386,-2.99,-65.108
1304302,263,351,14635,URUCARÁ,AM,Norte,0.62,0.575,0.754,0.551,70.26,246.99,0.6,16664,-2.536,-57.76
1304401,517,371,13630,URUCURITUBA,AM,Norte,0.588,0.487,0.776,0.538,71.53,227.55,0.58,16645,-3.131,-58.155
1400050,633,672,7311,ALTO ALEGRE,RR,Norte,0.542,0.379,0.813,0.518,73.78,201.32,0.73,10150,2.98,-61.292
1400100,35726,37302,562874,BOA VISTA,RR,Norte,0.752,0.708,0.816,0.737,73.95,786.55,0.58,280694,2.82,-60.673
1400159,428,510,10282,BONFIM,RR,Norte,0.626,0.509,0.809,0.597,73.52,329.22,0.72,9623,3.36,-59.833
1400209,819,602,14731,CARACARAÍ,RR,Norte,0.624,0.518,0.78,0.601,71.77,336.05,0.56,17505,1.816,-61.128
1400308,995,702,20846,MUCAJAÍ,RR,Norte,0.665,0.547,0.813,0.661,73.79,487.66,0.71,13318,2.43,-60.9
1400456,1028,938,14769,PACARAIMA,RR,Norte,0.65,0.558,0.788,0.624,72.29,388.35,0.74,8785,4.431,-61.146
1400472,1193,928,25513,RORAINÓPOLIS,RR,Norte,0.619,0.519,0.798,0.574,72.86,284.22,0.57,22346,0.946,-60.418
1400605,777,701,18129,SÃO LUIZ,RR,Norte,0.649,0.574,0.788,0.605,72.29,344.73,0.55,6397,1.005,-60.159
1500107,3478,2632,155355,ABAETETUBA,PA,Norte,0.628,0.537,0.798,0.579,72.89,293.01,0.53,137997,-1.718,-48.883
1500206,662,653,39286,ACARÁ,PA,Norte,0.506,0.332,0.757,0.517,70.44,199.34,0.53,48516,-1.961,-48.197
1500305,661,253,20134,AFUÁ,PA,Norte,0.489,0.311,0.774,0.485,71.43,163.98,0.66,27779,-0.157,-50.387
1500404,1342,926,51269,ALENQUER,PA,Norte,0.564,0.436,0.779,0.529,71.72,215.33,0.58,49416,-1.942,-54.738
1500503,957,758,40387,ALMEIRIM,PA,Norte,0.642,0.497,0.809,0.659,73.55,484.16,0.65,31671,-1.523,-52.582
1500602,4283,3934,211128,ALTAMIRA,PA,Norte,0.665,0.548,0.811,0.662,73.64,492.05,0.56,93243,-3.203,-52.206
1500701,741,265,13775,ANAJÁS,PA,Norte,0.484,0.29,0.774,0.506,71.43,186.88,0.62,22722,-0.987,-49.94
1500800,18193,13370,601772,ANANINDEUA,PA,Norte,0.718,0.658,0.821,0.684,74.24,564.76,0.52,468874,-1.366,-48.372
1500859,751,537,24682,ANAPU,PA,Norte,0.548,0.371,0.788,0.563,72.25,266.28,0.58,18065,-3.472,-51.198
1500909,584,462,25051,AUGUSTO CORRÊA,PA,Norte,0.52,0.38,0.772,0.48,71.3,159.05,0.56,37678,-1.022,-46.645
1500958,468,327,13785,AURORA DO PARÁ,PA,Norte,0.519,0.358,0.773,0.504,71.38,184.39,0.56,23652,-2.134,-47.563
1501006,120,69,6587,AVEIRO,PA,Norte,0.541,0.45,0.748,0.47,69.87,148.71,0.6,13843,-3.606,-55.332
1501105,225,93,10106,BAGRE,PA,Norte,0.471,0.28,0.777,0.481,71.59,159.41,0.48,21240,-1.9,-50.164
1501204,856,633,52803,BAIÃO,PA,Norte,0.578,0.467,0.77,0.538,71.18,226.99,0.53,35233,-2.791,-49.672
1501303,3399,2336,125482,BARCARENA,PA,Norte,0.662,0.564,0.801,0.643,73.04,437.43,0.55,97780,-1.506,-48.626
1501402,89992,91355,5193638,BELÉM,PA,Norte,0.746,0.673,0.822,0.751,74.33,853.82,0.61,1381212,-1.456,-48.504
1501501,1695,1263,91594,BENEVIDES,PA,Norte,0.665,0.592,0.798,0.623,72.9,385.83,0.48,50859,-1.361,-48.245
1501600,385,246,7412,BONITO,PA,Norte,0.546,0.398,0.77,0.531,71.22,218.05,0.5,13131,-1.363,-47.307
1501709,3630,2109,158142,BRAGANÇA,PA,Norte,0.6,0.486,0.755,0.589,70.27,311.97,0.58,109559,-1.063,-46.773
1501725,501,351,20835,BRASIL NOVO,PA,Norte,0.613,0.451,0.809,0.632,73.55,408.55,0.67,13865,-3.262,-52.668
1501782,1697,2084,71606,BREU BRANCO,PA,Norte,0.568,0.422,0.781,0.555,71.87,252.31,0.53,50769,-4.009,-49.461
1501808,2861,1665,89358,BREVES,PA,Norte,0.503,0.312,0.778,0.524,71.65,209.14,0.58,87238,-1.682,-50.48
1501907,739,290,10530,BUJARU,PA,Norte,0.552,0.437,0.779,0.495,71.76,174.18,0.52,23077,-1.515,-48.045
1502004,467,228,15361,CACHOEIRA DO ARARI,PA,Norte,0.546,0.398,0.778,0.525,71.65,209.79,0.6,18477,-1.011,-48.963
1502103,2179,1908,102881,CAMETÁ,PA,Norte,0.577,0.474,0.754,0.538,70.21,226.99,0.58,114871,-2.244,-49.496
1502152,2395,1641,47560,CANAÃ DOS CARAJÁS,PA,Norte,0.673,0.569,0.801,0.67,73.06,517.33,0.55,25917,-6.497,-49.878
1502202,3243,1594,77315,CAPANEMA,PA,Norte,0.655,0.58,0.794,0.61,72.62,356.27,0.53,62422,-1.196,-47.181
1502301,1518,850,53729,CAPITÃO POÇO,PA,Norte,0.548,0.385,0.747,0.573,69.8,283.1,0.62,50327,-1.745,-47.065
1502400,6467,4726,264099,CASTANHAL,PA,Norte,0.673,0.582,0.8,0.654,72.97,467.32,0.54,170550,-1.297,-47.922
1502509,238,177,5613,CHAVES,PA,Norte,0.453,0.234,0.769,0.516,71.15,198.83,0.67,16706,-0.16,-49.988
1502608,240,126,8741,COLARES,PA,Norte,0.602,0.528,0.763,0.541,70.8,231.98,0.56,10878,-0.937,-48.282
1502707,2431,2978,138623,CONCEIÇÃO DO ARAGUAIA,PA,Norte,0.64,0.54,0.77,0.631,71.2,405.29,0.54,43835,-8.258,-49.265
1502756,872,383,11052,CONCÓRDIA DO PARÁ,PA,Norte,0.566,0.438,0.741,0.56,69.45,260.68,0.5,27485,-1.991,-47.949
1502772,502,574,38231,CURIONÓPOLIS,PA,Norte,0.636,0.536,0.809,0.592,73.53,319.35,0.54,17467,-6.091,-49.541
1502806,673,532,26044,CURRALINHO,PA,Norte,0.502,0.323,0.769,0.508,71.15,188.88,0.57,26525,-1.814,-49.795
1502905,431,480,32237,CURUÇÁ,PA,Norte,0.582,0.48,0.758,0.542,70.48,233.96,0.56,33423,-0.734,-47.855
1502939,2055,1084,109949,DOM ELISEU,PA,Norte,0.615,0.502,0.763,0.606,70.8,348.04,0.52,50262,-4.285,-47.505
1502954,521,538,37234,ELDORADO DOS CARAJÁS,PA,Norte,0.56,0.405,0.757,0.572,70.42,281.12,0.57,28761,-6.104,-49.355
1503002,103,270,2273,FARO,PA,Norte,0.563,0.47,0.756,0.501,70.35,180.47,0.56,7659,-2.171,-56.745
1503077,1056,691,23933,GARRAFÃO DO NORTE,PA,Norte,0.526,0.353,0.763,0.54,70.75,229.91,0.55,23965,-1.934,-47.053
1503093,1317,468,36389,GOIANÉSIA DO PARÁ,PA,Norte,0.56,0.404,0.743,0.585,69.58,303.9,0.54,28107,-3.843,-49.097
1503101,434,245,9615,GURUPÁ,PA,Norte,0.509,0.333,0.777,0.51,71.59,191.06,0.56,25463,-1.405,-51.64
1503200,1159,566,55077,IGARAPÉ-AÇU,PA,Norte,0.595,0.49,0.743,0.579,69.55,293.71,0.56,35300,-1.127,-47.618
1503309,1127,712,51416,IGARAPÉ-MIRI,PA,Norte,0.547,0.413,0.77,0.514,71.18,196.34,0.53,53894,-1.975,-48.96
1503408,685,573,6264,INHANGAPI,PA,Norte,0.572,0.456,0.748,0.55,69.88,245.7,0.52,9668,-1.43,-47.917
1503457,751,389,26421,IPIXUNA DO PARÁ,PA,Norte,0.489,0.304,0.757,0.508,70.44,188.48,0.57,42386,-2.558,-47.494
1503507,564,269,17176,IRITUIA,PA,Norte,0.559,0.427,0.763,0.536,70.75,224.25,0.58,29304,-1.769,-47.439
1503606,6699,3252,127972,ITAITUBA,PA,Norte,0.64,0.51,0.8,0.644,72.97,440.6,0.57,92834,-4.276,-55.984
1503705,1242,786,45071,ITUPIRANGA,PA,Norte,0.528,0.364,0.746,0.543,69.73,234.25,0.62,43660,-5.135,-49.327
1503754,1047,188,11086,JACAREACANGA,PA,Norte,0.505,0.279,0.8,0.577,73,289.16,0.69,10731,-6.224,-57.754
1503804,1102,838,65289,JACUNDÁ,PA,Norte,0.622,0.509,0.752,0.628,70.14,399.45,0.59,49358,-4.451,-49.116
1503903,979,639,25446,JURUTI,PA,Norte,0.592,0.501,0.756,0.547,70.35,241.39,0.59,43175,-2.152,-56.092
1504000,721,478,10812,LIMOEIRO DO AJURU,PA,Norte,0.541,0.425,0.754,0.493,70.21,172.12,0.58,23485,-1.895,-49.381
1504059,768,360,47671,MÃE DO RIO,PA,Norte,0.599,0.458,0.763,0.615,70.75,367.01,0.58,27429,-2.06,-47.553
1504109,232,85,8475,MAGALHÃES BARATA,PA,Norte,0.597,0.507,0.801,0.524,73.06,208.43,0.54,7780,-0.795,-47.598
1504208,9622,9050,420304,MARABÁ,PA,Norte,0.668,0.564,0.785,0.673,72.09,527.86,0.58,224052,-5.369,-49.118
1504307,645,483,29512,MARACANÃ,PA,Norte,0.57,0.454,0.764,0.534,70.85,221.89,0.59,26489,-0.765,-47.45
1504406,443,379,25918,MARAPANIM,PA,Norte,0.609,0.521,0.76,0.57,70.61,277.01,0.54,25970,-0.714,-47.694
1504422,3074,2726,134512,MARITUBA,PA,Norte,0.676,0.628,0.793,0.621,72.6,382.02,0.42,106943,-1.355,-48.342
1504455,710,535,28262,MEDICILÂNDIA,PA,Norte,0.582,0.408,0.8,0.605,72.99,345.44,0.61,24442,-3.446,-52.889
1504505,681,235,7996,MELGAÇO,PA,Norte,0.418,0.207,0.776,0.454,71.57,135.21,0.55,23435,-1.804,-50.712
1504604,846,717,20169,MOCAJUBA,PA,Norte,0.575,0.467,0.754,0.539,70.21,229.18,0.58,25969,-2.584,-49.507
1504703,1051,681,63354,MOJU,PA,Norte,0.547,0.375,0.757,0.578,70.44,291.67,0.63,64253,-1.884,-48.769
1504802,1405,1256,71200,MONTE ALEGRE,PA,Norte,0.589,0.495,0.764,0.541,70.86,231.65,0.59,49563,-2.008,-54.069
1504901,676,760,34167,MUANÁ,PA,Norte,0.547,0.391,0.775,0.54,71.51,230.14,0.56,32289,-1.528,-49.217
1505007,419,214,7119,NOVA TIMBOTEUA,PA,Norte,0.609,0.507,0.791,0.564,72.43,267.59,0.52,13234,-1.206,-47.386
1505031,1572,1061,91154,NOVO PROGRESSO,PA,Norte,0.673,0.519,0.828,0.709,74.66,658.31,0.54,24714,-7.147,-55.382
1505064,1789,1590,80173,NOVO REPARTIMENTO,PA,Norte,0.537,0.376,0.741,0.557,69.48,256.37,0.59,54849,-4.331,-49.796
1505106,1652,1351,40911,ÓBIDOS,PA,Norte,0.594,0.499,0.756,0.556,70.35,255.03,0.59,47653,-1.918,-55.518
1505205,769,400,18669,OEIRAS DO PARÁ,PA,Norte,0.507,0.344,0.754,0.502,70.21,181.86,0.56,27046,-2.003,-49.854
1505304,1400,1165,60642,ORIXIMINÁ,PA,Norte,0.623,0.52,0.778,0.599,71.66,332.29,0.64,59657,-1.766,-55.866
1505403,981,687,8658,OURÉM,PA,Norte,0.568,0.438,0.727,0.575,68.63,285.61,0.62,15654,-1.548,-47.119
1505437,966,666,42377,OURILÂNDIA DO NORTE,PA,Norte,0.624,0.467,0.795,0.653,72.72,466.52,0.55,26339,-6.755,-51.084
1505486,1042,811,30043,PACAJÁ,PA,Norte,0.515,0.338,0.746,0.541,69.78,231.91,0.65,34575,-3.838,-50.638
1505502,4570,3453,122629,PARAGOMINAS,PA,Norte,0.645,0.514,0.781,0.667,71.87,507.16,0.6,96402,-2.995,-47.353
1505536,12876,8602,291717,PARAUAPEBAS,PA,Norte,0.715,0.644,0.809,0.701,73.55,627.61,0.53,152497,-6.068,-49.902
1505601,165,116,4398,PEIXE-BOI,PA,Norte,0.581,0.478,0.754,0.543,70.23,234.4,0.55,7426,-1.192,-47.314
1505700,625,343,16024,PONTA DE PEDRAS,PA,Norte,0.562,0.412,0.773,0.558,71.38,257.4,0.61,24334,-1.39,-48.871
1505809,874,600,31543,PORTEL,PA,Norte,0.483,0.286,0.767,0.513,71.04,195.22,0.64,44756,-1.936,-50.821
1505908,688,351,30276,PORTO DE MOZ,PA,Norte,0.503,0.322,0.77,0.512,71.2,193.52,0.59,30817,-1.748,-52.238
1506005,615,577,27209,PRAINHA,PA,Norte,0.523,0.359,0.779,0.512,71.76,193.32,0.68,25051,-1.8,-53.48
1506104,486,464,20014,PRIMAVERA,PA,Norte,0.577,0.435,0.772,0.571,71.3,279.74,0.65,9846,-0.943,-47.116
1506138,3109,3607,258371,REDENÇÃO,PA,Norte,0.672,0.561,0.804,0.674,73.23,529.54,0.53,73132,-8.029,-50.031
1506161,644,599,35855,RIO MARIA,PA,Norte,0.638,0.495,0.804,0.651,73.23,460.83,0.53,17307,-7.311,-50.048
1506187,2294,1031,57152,RONDON DO PARÁ,PA,Norte,0.602,0.457,0.788,0.606,72.29,346.74,0.54,44470,-4.776,-48.067
1506195,321,547,13112,RURÓPOLIS,PA,Norte,0.548,0.392,0.764,0.548,70.86,242.49,0.57,35604,-4.096,-54.91
1506203,1382,883,85626,SALINÓPOLIS,PA,Norte,0.647,0.541,0.798,0.628,72.87,398.58,0.52,36684,-0.629,-47.356
1506302,505,472,23249,SALVATERRA,PA,Norte,0.608,0.488,0.793,0.58,72.6,296.28,0.57,19498,-0.753,-48.517
